"sex" "age" "prov" "n" "E"
"18085" "F" 5 "X90" 0 "1981.5"
"18086" "F" 6 "X90" 0 "2099"
"18087" "F" 7 "X90" 0 "2175.5"
"18088" "F" 8 "X90" 0 "2240"
"18089" "F" 9 "X90" 0 "2282"
"18090" "F" 10 "X90" 0 "2296.5"
"18091" "F" 11 "X90" 0 "2284"
"18092" "F" 12 "X90" 0 "2296.5"
"18093" "F" 13 "X90" 0 "2426.5"
"18094" "F" 14 "X90" 1 "2493"
"18095" "F" 15 "X90" 0 "2543"
"18096" "F" 16 "X90" 0 "2644.5"
"18097" "F" 17 "X90" 1 "2722"
"18098" "F" 18 "X90" 0 "2796.5"
"18099" "F" 19 "X90" 0 "2922.5"
"18100" "F" 20 "X90" 2 "3143"
"18101" "F" 21 "X90" 0 "3248"
"18102" "F" 22 "X90" 0 "3368"
"18103" "F" 23 "X90" 0 "3626.5"
"18104" "F" 24 "X90" 1 "3743"
"18105" "F" 25 "X90" 0 "3812.5"
"18106" "F" 26 "X90" 0 "3824.5"
"18107" "F" 27 "X90" 1 "3809"
"18108" "F" 28 "X90" 0 "3776"
"18109" "F" 29 "X90" 1 "3735"
"18110" "F" 30 "X90" 0 "3734.5"
"18111" "F" 31 "X90" 0 "3699.5"
"18112" "F" 32 "X90" 0 "3783"
"18113" "F" 33 "X90" 0 "3874.5"
"18114" "F" 34 "X90" 0 "3908"
"18115" "F" 35 "X90" 0 "3913.5"
"18116" "F" 36 "X90" 1 "3744.5"
"18117" "F" 37 "X90" 0 "3621"
"18118" "F" 38 "X90" 3 "3581.5"
"18119" "F" 39 "X90" 0 "3481"
"18120" "F" 40 "X90" 2 "3391"
"18121" "F" 41 "X90" 2 "3338"
"18122" "F" 42 "X90" 0 "3254"
"18123" "F" 43 "X90" 3 "3185"
"18124" "F" 44 "X90" 1 "3201.5"
"18125" "F" 45 "X90" 1 "3106"
"18126" "F" 46 "X90" 4 "3020.5"
"18127" "F" 47 "X90" 2 "3095.5"
"18128" "F" 48 "X90" 3 "3108"
"18129" "F" 49 "X90" 2 "3013"
"18130" "F" 50 "X90" 4 "3063"
"18131" "F" 51 "X90" 2 "3063.5"
"18132" "F" 52 "X90" 7 "2914.5"
"18133" "F" 53 "X90" 4 "2820"
"18134" "F" 54 "X90" 3 "2754"
"18135" "F" 55 "X90" 3 "2760"
"18136" "F" 56 "X90" 4 "2774"
"18137" "F" 57 "X90" 3 "2779"
"18138" "F" 58 "X90" 4 "2851"
"18139" "F" 59 "X90" 6 "2877.5"
"18140" "F" 60 "X90" 10 "2716.5"
"18141" "F" 61 "X90" 4 "2555.5"
"18142" "F" 62 "X90" 4 "2450"
"18143" "F" 63 "X90" 5 "2396.5"
"18144" "F" 64 "X90" 1 "2434.5"
"18145" "F" 65 "X90" 7 "2429.5"
"18146" "F" 66 "X90" 10 "2338.5"
"18147" "F" 67 "X90" 7 "2302.5"
"18148" "F" 68 "X90" 11 "2386.5"
"18149" "F" 69 "X90" 7 "2337.5"
"18150" "F" 70 "X90" 11 "2155.5"
"18151" "F" 71 "X90" 11 "2062.5"
"18152" "F" 72 "X90" 14 "2038.5"
"18153" "F" 73 "X90" 17 "1948.5"
"18154" "F" 74 "X90" 17 "1970.5"
"18155" "F" 75 "X90" 23 "1975"
"18156" "F" 76 "X90" 11 "1786"
"18157" "F" 77 "X90" 14 "1621"
"18158" "F" 78 "X90" 13 "1510"
"18159" "F" 79 "X90" 16 "1294.5"
"18160" "F" 80 "X90" 11 "967"
"18161" "F" 81 "X90" 11 "840"
"18162" "F" 82 "X90" 14 "868"
"18163" "F" 83 "X90" 5 "954"
"18164" "F" 84 "X90" 16 "946.5"
"18165" "F" 85 "X90" 12 "832"
"18166" "F" 86 "X90" 16 "747"
"18167" "F" 87 "X90" 5 "690"
"18168" "F" 88 "X90" 17 "600"
"18169" "F" 89 "X90" 8 "488.5"
"18170" "F" 90 "X90" 7 "409.5"
"18171" "F" 91 "X90" 5 "312.5"
"18172" "F" 92 "X90" 6 "251.5"
"18173" "F" 93 "X90" 2 "180"
"18174" "F" 94 "X90" 1 "140.5"
"18175" "F" 95 "X90" 4 "95"
"18176" "F" 96 "X90" 0 "61.5"
"18177" "F" 97 "X90" 0 "56.5"
"18178" "F" 98 "X90" 0 "33.5"
"18179" "F" 99 "X90" 0 "19.5"
"18180" "F" 100 "X90" 0 "17.5"
"18282" "F" 0 "X91" 0 "1127"
"18283" "F" 1 "X91" 0 "1131.5"
"18284" "F" 2 "X91" 0 "1123.5"
"18285" "F" 3 "X91" 1 "1183"
"18286" "F" 4 "X91" 0 "1216.5"
"18287" "F" 5 "X91" 0 "1221"
"18288" "F" 6 "X91" 0 "1257.5"
"18289" "F" 7 "X91" 0 "1310"
"18290" "F" 8 "X91" 0 "1409.5"
"18291" "F" 9 "X91" 0 "1393.5"
"18292" "F" 10 "X91" 0 "1382.5"
"18293" "F" 11 "X91" 0 "1420"
"18294" "F" 12 "X91" 0 "1469.5"
"18295" "F" 13 "X91" 0 "1538"
"18296" "F" 14 "X91" 0 "1529"
"18297" "F" 15 "X91" 1 "1566.5"
"18298" "F" 16 "X91" 0 "1647"
"18299" "F" 17 "X91" 0 "1716.5"
"18300" "F" 18 "X91" 0 "1793.5"
"18301" "F" 19 "X91" 0 "1800.5"
"18302" "F" 20 "X91" 0 "1880"
"18303" "F" 21 "X91" 0 "1961"
"18304" "F" 22 "X91" 0 "2044.5"
"18305" "F" 23 "X91" 0 "2120"
"18306" "F" 24 "X91" 0 "2069"
"18307" "F" 25 "X91" 0 "2105"
"18308" "F" 26 "X91" 0 "2130.5"
"18309" "F" 27 "X91" 0 "2132"
"18310" "F" 28 "X91" 0 "2123"
"18311" "F" 29 "X91" 0 "2096.5"
"18312" "F" 30 "X91" 1 "2094.5"
"18313" "F" 31 "X91" 0 "2110.5"
"18314" "F" 32 "X91" 0 "2148.5"
"18315" "F" 33 "X91" 1 "2135.5"
"18316" "F" 34 "X91" 0 "2134.5"
"18317" "F" 35 "X91" 0 "2112.5"
"18318" "F" 36 "X91" 0 "2035"
"18319" "F" 37 "X91" 0 "2061.5"
"18320" "F" 38 "X91" 1 "2013.5"
"18321" "F" 39 "X91" 1 "1901"
"18322" "F" 40 "X91" 0 "1834"
"18323" "F" 41 "X91" 4 "1813.5"
"18324" "F" 42 "X91" 1 "1831"
"18325" "F" 43 "X91" 1 "1819.5"
"18326" "F" 44 "X91" 1 "1815"
"18327" "F" 45 "X91" 1 "1720.5"
"18328" "F" 46 "X91" 0 "1650.5"
"18329" "F" 47 "X91" 3 "1652"
"18330" "F" 48 "X91" 0 "1688.5"
"18331" "F" 49 "X91" 0 "1670.5"
"18332" "F" 50 "X91" 3 "1653.5"
"18333" "F" 51 "X91" 3 "1626.5"
"18334" "F" 52 "X91" 0 "1535.5"
"18335" "F" 53 "X91" 2 "1523"
"18336" "F" 54 "X91" 3 "1556.5"
"18337" "F" 55 "X91" 2 "1555"
"18338" "F" 56 "X91" 2 "1555.5"
"18339" "F" 57 "X91" 4 "1530.5"
"18340" "F" 58 "X91" 8 "1641"
"18341" "F" 59 "X91" 3 "1701.5"
"18342" "F" 60 "X91" 1 "1611"
"18343" "F" 61 "X91" 4 "1496"
"18344" "F" 62 "X91" 5 "1477.5"
"18345" "F" 63 "X91" 3 "1512.5"
"18346" "F" 64 "X91" 4 "1467.5"
"18347" "F" 65 "X91" 4 "1472"
"18348" "F" 66 "X91" 4 "1506"
"18349" "F" 67 "X91" 7 "1458.5"
"18350" "F" 68 "X91" 3 "1451"
"18351" "F" 69 "X91" 10 "1422"
"18352" "F" 70 "X91" 5 "1388"
"18353" "F" 71 "X91" 14 "1349.5"
"18354" "F" 72 "X91" 6 "1320"
"18355" "F" 73 "X91" 5 "1265.5"
"18356" "F" 74 "X91" 8 "1201"
"18357" "F" 75 "X91" 8 "1200"
"18358" "F" 76 "X91" 16 "1181.5"
"18359" "F" 77 "X91" 8 "1072"
"18360" "F" 78 "X91" 4 "954.5"
"18361" "F" 79 "X91" 5 "858.5"
"18362" "F" 80 "X91" 7 "662"
"18363" "F" 81 "X91" 6 "532"
"18364" "F" 82 "X91" 6 "567.5"
"18365" "F" 83 "X91" 14 "621"
"18366" "F" 84 "X91" 5 "582.5"
"18367" "F" 85 "X91" 6 "543"
"18368" "F" 86 "X91" 6 "490"
"18369" "F" 87 "X91" 2 "422.5"
"18370" "F" 88 "X91" 2 "379"
"18371" "F" 89 "X91" 7 "321.5"
"18372" "F" 90 "X91" 6 "250"
"18373" "F" 91 "X91" 2 "205.5"
"18374" "F" 92 "X91" 4 "183"
"18375" "F" 93 "X91" 3 "135"
"18376" "F" 94 "X91" 1 "96.5"
"18377" "F" 95 "X91" 1 "62"
"18378" "F" 96 "X91" 0 "48.5"
"18379" "F" 97 "X91" 0 "40.5"
"18380" "F" 98 "X91" 0 "24"
"18381" "F" 99 "X91" 0 "13"
"18382" "F" 100 "X91" 0 "22.5"
"18484" "F" 0 "X92" 0 "2876"
"18485" "F" 1 "X92" 0 "2876"
"18486" "F" 2 "X92" 0 "2938.5"
"18487" "F" 3 "X92" 0 "3028"
"18488" "F" 4 "X92" 0 "3139"
"18489" "F" 5 "X92" 0 "3338"
"18490" "F" 6 "X92" 0 "3531.5"
"18491" "F" 7 "X92" 0 "3606.5"
"18492" "F" 8 "X92" 0 "3730.5"
"18493" "F" 9 "X92" 0 "3816.5"
"18494" "F" 10 "X92" 0 "3843"
"18495" "F" 11 "X92" 0 "3899"
"18496" "F" 12 "X92" 0 "3999"
"18497" "F" 13 "X92" 1 "4219.5"
"18498" "F" 14 "X92" 0 "4315.5"
"18499" "F" 15 "X92" 0 "4463.5"
"18500" "F" 16 "X92" 0 "4803.5"
"18501" "F" 17 "X92" 0 "5094"
"18502" "F" 18 "X92" 0 "5158"
"18503" "F" 19 "X92" 0 "5136.5"
"18504" "F" 20 "X92" 0 "5314"
"18505" "F" 21 "X92" 0 "5580.5"
"18506" "F" 22 "X92" 0 "5862.5"
"18507" "F" 23 "X92" 0 "6178.5"
"18508" "F" 24 "X92" 0 "6475"
"18509" "F" 25 "X92" 0 "6587.5"
"18510" "F" 26 "X92" 0 "6490"
"18511" "F" 27 "X92" 0 "6531"
"18512" "F" 28 "X92" 0 "6403"
"18513" "F" 29 "X92" 0 "6356"
"18514" "F" 30 "X92" 0 "6453.5"
"18515" "F" 31 "X92" 0 "6321.5"
"18516" "F" 32 "X92" 1 "6396.5"
"18517" "F" 33 "X92" 3 "6592"
"18518" "F" 34 "X92" 2 "6607.5"
"18519" "F" 35 "X92" 2 "6525"
"18520" "F" 36 "X92" 1 "6436.5"
"18521" "F" 37 "X92" 2 "6373"
"18522" "F" 38 "X92" 1 "6184.5"
"18523" "F" 39 "X92" 3 "5967.5"
"18524" "F" 40 "X92" 1 "5859"
"18525" "F" 41 "X92" 4 "5823"
"18526" "F" 42 "X92" 2 "5873"
"18527" "F" 43 "X92" 2 "5771.5"
"18528" "F" 44 "X92" 6 "5719.5"
"18529" "F" 45 "X92" 7 "5694"
"18530" "F" 46 "X92" 4 "5579.5"
"18531" "F" 47 "X92" 2 "5550.5"
"18532" "F" 48 "X92" 7 "5488"
"18533" "F" 49 "X92" 9 "5367"
"18534" "F" 50 "X92" 4 "5334"
"18535" "F" 51 "X92" 7 "5289.5"
"18536" "F" 52 "X92" 7 "4953"
"18537" "F" 53 "X92" 9 "4700"
"18538" "F" 54 "X92" 10 "4464.5"
"18539" "F" 55 "X92" 6 "4361"
"18540" "F" 56 "X92" 12 "4563.5"
"18541" "F" 57 "X92" 12 "4571.5"
"18542" "F" 58 "X92" 6 "4688"
"18543" "F" 59 "X92" 10 "4674"
"18544" "F" 60 "X92" 15 "4300"
"18545" "F" 61 "X92" 14 "4007.5"
"18546" "F" 62 "X92" 13 "3887.5"
"18547" "F" 63 "X92" 7 "3791"
"18548" "F" 64 "X92" 13 "3788.5"
"18549" "F" 65 "X92" 14 "3876"
"18550" "F" 66 "X92" 8 "3757"
"18551" "F" 67 "X92" 17 "3633.5"
"18552" "F" 68 "X92" 14 "3702"
"18553" "F" 69 "X92" 13 "3685"
"18554" "F" 70 "X92" 19 "3581.5"
"18555" "F" 71 "X92" 14 "3398"
"18556" "F" 72 "X92" 16 "3215"
"18557" "F" 73 "X92" 17 "3054"
"18558" "F" 74 "X92" 26 "2973"
"18559" "F" 75 "X92" 17 "2882.5"
"18560" "F" 76 "X92" 21 "2655.5"
"18561" "F" 77 "X92" 22 "2491.5"
"18562" "F" 78 "X92" 13 "2398.5"
"18563" "F" 79 "X92" 17 "2115.5"
"18564" "F" 80 "X92" 12 "1578"
"18565" "F" 81 "X92" 21 "1321.5"
"18566" "F" 82 "X92" 15 "1347"
"18567" "F" 83 "X92" 21 "1462"
"18568" "F" 84 "X92" 17 "1435"
"18569" "F" 85 "X92" 25 "1323"
"18570" "F" 86 "X92" 16 "1147"
"18571" "F" 87 "X92" 19 "997.5"
"18572" "F" 88 "X92" 14 "880.5"
"18573" "F" 89 "X92" 5 "692"
"18574" "F" 90 "X92" 11 "550"
"18575" "F" 91 "X92" 5 "456.5"
"18576" "F" 92 "X92" 6 "337.5"
"18577" "F" 93 "X92" 3 "243"
"18578" "F" 94 "X92" 2 "175.5"
"18579" "F" 95 "X92" 2 "125"
"18580" "F" 96 "X92" 1 "99"
"18581" "F" 97 "X92" 1 "69"
"18582" "F" 98 "X92" 1 "36.5"
"18583" "F" 99 "X92" 0 "23"
"18584" "F" 100 "X92" 0 "49"
"18686" "F" 0 "X93" 0 "1160"
"18687" "F" 1 "X93" 0 "1124"
"18688" "F" 2 "X93" 0 "1122"
"18689" "F" 3 "X93" 0 "1068.5"
"18690" "F" 4 "X93" 0 "1019"
"18691" "F" 5 "X93" 0 "1052"
"18692" "F" 6 "X93" 0 "1118"
"18693" "F" 7 "X93" 0 "1143"
"18694" "F" 8 "X93" 0 "1123.5"
"18695" "F" 9 "X93" 0 "1100"
"18696" "F" 10 "X93" 0 "1110.5"
"18697" "F" 11 "X93" 0 "1085"
"18698" "F" 12 "X93" 0 "1061.5"
"18699" "F" 13 "X93" 0 "1115"
"18700" "F" 14 "X93" 0 "1138.5"
"18701" "F" 15 "X93" 0 "1151.5"
"18702" "F" 16 "X93" 0 "1217.5"
"18703" "F" 17 "X93" 0 "1299.5"
"18704" "F" 18 "X93" 0 "1325.5"
"18705" "F" 19 "X93" 1 "1353.5"
"18706" "F" 20 "X93" 0 "1469.5"
"18707" "F" 21 "X93" 1 "1596"
"18708" "F" 22 "X93" 0 "1708"
"18709" "F" 23 "X93" 0 "1844"
"18710" "F" 24 "X93" 0 "2036"
"18711" "F" 25 "X93" 0 "2111.5"
"18712" "F" 26 "X93" 0 "2155"
"18713" "F" 27 "X93" 0 "2236.5"
"18714" "F" 28 "X93" 3 "2246.5"
"18715" "F" 29 "X93" 0 "2279.5"
"18716" "F" 30 "X93" 0 "2283.5"
"18717" "F" 31 "X93" 0 "2284.5"
"18718" "F" 32 "X93" 0 "2314.5"
"18719" "F" 33 "X93" 0 "2300.5"
"18720" "F" 34 "X93" 0 "2336"
"18721" "F" 35 "X93" 0 "2349"
"18722" "F" 36 "X93" 0 "2238"
"18723" "F" 37 "X93" 1 "2109"
"18724" "F" 38 "X93" 1 "2024"
"18725" "F" 39 "X93" 1 "2002.5"
"18726" "F" 40 "X93" 0 "1958.5"
"18727" "F" 41 "X93" 1 "1906.5"
"18728" "F" 42 "X93" 0 "1877.5"
"18729" "F" 43 "X93" 1 "1834.5"
"18730" "F" 44 "X93" 2 "1878.5"
"18731" "F" 45 "X93" 1 "1900.5"
"18732" "F" 46 "X93" 0 "1928"
"18733" "F" 47 "X93" 0 "1948"
"18734" "F" 48 "X93" 0 "1958.5"
"18735" "F" 49 "X93" 1 "1944.5"
"18736" "F" 50 "X93" 0 "1965"
"18737" "F" 51 "X93" 4 "2053"
"18738" "F" 52 "X93" 4 "2116.5"
"18739" "F" 53 "X93" 3 "1839.5"
"18740" "F" 54 "X93" 5 "1665.5"
"18741" "F" 55 "X93" 5 "1827"
"18742" "F" 56 "X93" 3 "1853"
"18743" "F" 57 "X93" 6 "1863.5"
"18744" "F" 58 "X93" 5 "1910"
"18745" "F" 59 "X93" 4 "1952.5"
"18746" "F" 60 "X93" 7 "1895.5"
"18747" "F" 61 "X93" 5 "1776"
"18748" "F" 62 "X93" 6 "1672.5"
"18749" "F" 63 "X93" 8 "1586.5"
"18750" "F" 64 "X93" 3 "1565.5"
"18751" "F" 65 "X93" 4 "1565.5"
"18752" "F" 66 "X93" 6 "1538.5"
"18753" "F" 67 "X93" 6 "1522.5"
"18754" "F" 68 "X93" 11 "1538"
"18755" "F" 69 "X93" 16 "1579"
"18756" "F" 70 "X93" 4 "1578"
"18757" "F" 71 "X93" 10 "1585.5"
"18758" "F" 72 "X93" 11 "1615.5"
"18759" "F" 73 "X93" 16 "1600.5"
"18760" "F" 74 "X93" 12 "1566.5"
"18761" "F" 75 "X93" 14 "1551"
"18762" "F" 76 "X93" 9 "1519.5"
"18763" "F" 77 "X93" 13 "1534"
"18764" "F" 78 "X93" 17 "1526.5"
"18765" "F" 79 "X93" 17 "1155"
"18766" "F" 80 "X93" 12 "665"
"18767" "F" 81 "X93" 8 "566"
"18768" "F" 82 "X93" 13 "708"
"18769" "F" 83 "X93" 14 "911"
"18770" "F" 84 "X93" 8 "969"
"18771" "F" 85 "X93" 16 "890"
"18772" "F" 86 "X93" 9 "824"
"18773" "F" 87 "X93" 9 "746"
"18774" "F" 88 "X93" 8 "661"
"18775" "F" 89 "X93" 6 "580"
"18776" "F" 90 "X93" 10 "465"
"18777" "F" 91 "X93" 8 "344"
"18778" "F" 92 "X93" 8 "282"
"18779" "F" 93 "X93" 3 "224.5"
"18780" "F" 94 "X93" 5 "164.5"
"18781" "F" 95 "X93" 3 "112"
"18782" "F" 96 "X93" 0 "82"
"18783" "F" 97 "X93" 3 "50.5"
"18784" "F" 98 "X93" 1 "36"
"18785" "F" 99 "X93" 0 "26"
"18786" "F" 100 "X93" 2 "29.5"
"18888" "F" 0 "X94" 0 "346"
"18889" "F" 1 "X94" 0 "373"
"18890" "F" 2 "X94" 0 "373"
"18891" "F" 3 "X94" 0 "388.5"
"18892" "F" 4 "X94" 0 "407.5"
"18893" "F" 5 "X94" 0 "419"
"18894" "F" 6 "X94" 0 "442.5"
"18895" "F" 7 "X94" 0 "449"
"18896" "F" 8 "X94" 0 "445.5"
"18897" "F" 9 "X94" 0 "451.5"
"18898" "F" 10 "X94" 0 "474"
"18899" "F" 11 "X94" 0 "490.5"
"18900" "F" 12 "X94" 0 "506"
"18901" "F" 13 "X94" 0 "516"
"18902" "F" 14 "X94" 0 "498"
"18903" "F" 15 "X94" 0 "497"
"18904" "F" 16 "X94" 0 "524"
"18905" "F" 17 "X94" 0 "542.5"
"18906" "F" 18 "X94" 0 "556.5"
"18907" "F" 19 "X94" 0 "539.5"
"18908" "F" 20 "X94" 0 "539.5"
"18909" "F" 21 "X94" 0 "548.5"
"18910" "F" 22 "X94" 0 "566"
"18911" "F" 23 "X94" 0 "581"
"18912" "F" 24 "X94" 0 "604"
"18913" "F" 25 "X94" 0 "637"
"18914" "F" 26 "X94" 0 "625"
"18915" "F" 27 "X94" 0 "660"
"18916" "F" 28 "X94" 0 "665"
"18917" "F" 29 "X94" 0 "633.5"
"18918" "F" 30 "X94" 0 "648.5"
"18919" "F" 31 "X94" 0 "661.5"
"18920" "F" 32 "X94" 0 "666.5"
"18921" "F" 33 "X94" 0 "672"
"18922" "F" 34 "X94" 2 "687"
"18923" "F" 35 "X94" 0 "671"
"18924" "F" 36 "X94" 0 "653"
"18925" "F" 37 "X94" 0 "618"
"18926" "F" 38 "X94" 0 "621.5"
"18927" "F" 39 "X94" 0 "652.5"
"18928" "F" 40 "X94" 0 "631.5"
"18929" "F" 41 "X94" 1 "597.5"
"18930" "F" 42 "X94" 2 "600"
"18931" "F" 43 "X94" 0 "593"
"18932" "F" 44 "X94" 0 "601"
"18933" "F" 45 "X94" 0 "602"
"18934" "F" 46 "X94" 1 "587"
"18935" "F" 47 "X94" 0 "570.5"
"18936" "F" 48 "X94" 0 "562"
"18937" "F" 49 "X94" 0 "582"
"18938" "F" 50 "X94" 0 "604"
"18939" "F" 51 "X94" 1 "596"
"18940" "F" 52 "X94" 0 "539.5"
"18941" "F" 53 "X94" 0 "455"
"18942" "F" 54 "X94" 2 "416.5"
"18943" "F" 55 "X94" 0 "407.5"
"18944" "F" 56 "X94" 0 "388"
"18945" "F" 57 "X94" 1 "411"
"18946" "F" 58 "X94" 3 "485.5"
"18947" "F" 59 "X94" 2 "540.5"
"18948" "F" 60 "X94" 1 "515"
"18949" "F" 61 "X94" 2 "505"
"18950" "F" 62 "X94" 0 "553"
"18951" "F" 63 "X94" 2 "564"
"18952" "F" 64 "X94" 2 "548.5"
"18953" "F" 65 "X94" 3 "573"
"18954" "F" 66 "X94" 1 "577"
"18955" "F" 67 "X94" 2 "573"
"18956" "F" 68 "X94" 1 "616"
"18957" "F" 69 "X94" 1 "616"
"18958" "F" 70 "X94" 0 "561"
"18959" "F" 71 "X94" 2 "552.5"
"18960" "F" 72 "X94" 2 "565.5"
"18961" "F" 73 "X94" 3 "577.5"
"18962" "F" 74 "X94" 2 "531"
"18963" "F" 75 "X94" 1 "511"
"18964" "F" 76 "X94" 6 "541.5"
"18965" "F" 77 "X94" 4 "530.5"
"18966" "F" 78 "X94" 4 "487.5"
"18967" "F" 79 "X94" 2 "376"
"18968" "F" 80 "X94" 1 "238.5"
"18969" "F" 81 "X94" 1 "211"
"18970" "F" 82 "X94" 2 "252"
"18971" "F" 83 "X94" 5 "298"
"18972" "F" 84 "X94" 4 "298"
"18973" "F" 85 "X94" 2 "299"
"18974" "F" 86 "X94" 2 "258.5"
"18975" "F" 87 "X94" 3 "227"
"18976" "F" 88 "X94" 3 "204"
"18977" "F" 89 "X94" 0 "176"
"18978" "F" 90 "X94" 1 "140"
"18979" "F" 91 "X94" 1 "98"
"18980" "F" 92 "X94" 0 "75.5"
"18981" "F" 93 "X94" 2 "76"
"18982" "F" 94 "X94" 2 "54"
"18983" "F" 95 "X94" 0 "30.5"
"18984" "F" 96 "X94" 0 "21.5"
"18985" "F" 97 "X94" 0 "20"
"18986" "F" 98 "X94" 1 "13.5"
"18987" "F" 99 "X94" 0 "4.5"
"18988" "F" 100 "X94" 0 "11"
"19090" "F" 0 "X95" 0 "583"
"19091" "F" 1 "X95" 0 "577"
"19092" "F" 2 "X95" 0 "584.5"
"19093" "F" 3 "X95" 0 "595.5"
"19094" "F" 4 "X95" 0 "608.5"
"19095" "F" 5 "X95" 0 "622"
"19096" "F" 6 "X95" 0 "680"
"19097" "F" 7 "X95" 0 "721"
"19098" "F" 8 "X95" 0 "760"
"19099" "F" 9 "X95" 0 "770.5"
"19100" "F" 10 "X95" 0 "757.5"
"19101" "F" 11 "X95" 0 "784.5"
"19102" "F" 12 "X95" 0 "821"
"19103" "F" 13 "X95" 0 "832.5"
"19104" "F" 14 "X95" 0 "873"
"19105" "F" 15 "X95" 0 "938.5"
"19106" "F" 16 "X95" 0 "957.5"
"19107" "F" 17 "X95" 0 "1002"
"19108" "F" 18 "X95" 0 "1030"
"19109" "F" 19 "X95" 0 "1048.5"
"19110" "F" 20 "X95" 0 "1079"
"19111" "F" 21 "X95" 0 "1099"
"19112" "F" 22 "X95" 0 "1099.5"
"19113" "F" 23 "X95" 0 "1141"
"19114" "F" 24 "X95" 0 "1175"
"19115" "F" 25 "X95" 0 "1176.5"
"19116" "F" 26 "X95" 0 "1185"
"19117" "F" 27 "X95" 0 "1192.5"
"19118" "F" 28 "X95" 0 "1143.5"
"19119" "F" 29 "X95" 0 "1128.5"
"19120" "F" 30 "X95" 0 "1171.5"
"19121" "F" 31 "X95" 0 "1160.5"
"19122" "F" 32 "X95" 0 "1183.5"
"19123" "F" 33 "X95" 1 "1194"
"19124" "F" 34 "X95" 0 "1211.5"
"19125" "F" 35 "X95" 0 "1226.5"
"19126" "F" 36 "X95" 0 "1196.5"
"19127" "F" 37 "X95" 0 "1161"
"19128" "F" 38 "X95" 0 "1124"
"19129" "F" 39 "X95" 0 "1080.5"
"19130" "F" 40 "X95" 0 "1071"
"19131" "F" 41 "X95" 0 "1093"
"19132" "F" 42 "X95" 0 "1090.5"
"19133" "F" 43 "X95" 1 "1059"
"19134" "F" 44 "X95" 0 "1034"
"19135" "F" 45 "X95" 2 "1034.5"
"19136" "F" 46 "X95" 0 "1016.5"
"19137" "F" 47 "X95" 0 "986.5"
"19138" "F" 48 "X95" 0 "999"
"19139" "F" 49 "X95" 0 "994"
"19140" "F" 50 "X95" 4 "974"
"19141" "F" 51 "X95" 2 "957"
"19142" "F" 52 "X95" 3 "919.5"
"19143" "F" 53 "X95" 2 "859"
"19144" "F" 54 "X95" 1 "911.5"
"19145" "F" 55 "X95" 2 "973.5"
"19146" "F" 56 "X95" 1 "932.5"
"19147" "F" 57 "X95" 1 "880"
"19148" "F" 58 "X95" 3 "935"
"19149" "F" 59 "X95" 4 "993"
"19150" "F" 60 "X95" 0 "919.5"
"19151" "F" 61 "X95" 0 "870.5"
"19152" "F" 62 "X95" 1 "885"
"19153" "F" 63 "X95" 1 "884"
"19154" "F" 64 "X95" 3 "866"
"19155" "F" 65 "X95" 2 "925"
"19156" "F" 66 "X95" 1 "909.5"
"19157" "F" 67 "X95" 1 "879.5"
"19158" "F" 68 "X95" 6 "890"
"19159" "F" 69 "X95" 1 "852"
"19160" "F" 70 "X95" 4 "859.5"
"19161" "F" 71 "X95" 8 "816.5"
"19162" "F" 72 "X95" 2 "778"
"19163" "F" 73 "X95" 4 "771.5"
"19164" "F" 74 "X95" 3 "762"
"19165" "F" 75 "X95" 7 "733.5"
"19166" "F" 76 "X95" 5 "703"
"19167" "F" 77 "X95" 4 "660.5"
"19168" "F" 78 "X95" 2 "640"
"19169" "F" 79 "X95" 5 "565.5"
"19170" "F" 80 "X95" 1 "403"
"19171" "F" 81 "X95" 3 "324.5"
"19172" "F" 82 "X95" 3 "358.5"
"19173" "F" 83 "X95" 10 "390.5"
"19174" "F" 84 "X95" 6 "372"
"19175" "F" 85 "X95" 6 "362"
"19176" "F" 86 "X95" 6 "314.5"
"19177" "F" 87 "X95" 3 "254"
"19178" "F" 88 "X95" 5 "224.5"
"19179" "F" 89 "X95" 1 "195.5"
"19180" "F" 90 "X95" 2 "178"
"19181" "F" 91 "X95" 1 "136.5"
"19182" "F" 92 "X95" 2 "103"
"19183" "F" 93 "X95" 5 "71.5"
"19184" "F" 94 "X95" 0 "53.5"
"19185" "F" 95 "X95" 0 "34.5"
"19186" "F" 96 "X95" 0 "30"
"19187" "F" 97 "X95" 0 "19.5"
"19188" "F" 98 "X95" 0 "12"
"19189" "F" 99 "X95" 0 "9.5"
"19190" "F" 100 "X95" 0 "10"
"19292" "F" 0 "X96" 0 "691.5"
"19293" "F" 1 "X96" 0 "695"
"19294" "F" 2 "X96" 0 "684.5"
"19295" "F" 3 "X96" 0 "689.5"
"19296" "F" 4 "X96" 0 "713"
"19297" "F" 5 "X96" 0 "725.5"
"19298" "F" 6 "X96" 0 "726.5"
"19299" "F" 7 "X96" 0 "720.5"
"19300" "F" 8 "X96" 0 "715.5"
"19301" "F" 9 "X96" 0 "678"
"19302" "F" 10 "X96" 0 "662.5"
"19303" "F" 11 "X96" 0 "642"
"19304" "F" 12 "X96" 0 "618"
"19305" "F" 13 "X96" 0 "661.5"
"19306" "F" 14 "X96" 0 "713.5"
"19307" "F" 15 "X96" 0 "713.5"
"19308" "F" 16 "X96" 0 "740"
"19309" "F" 17 "X96" 0 "794"
"19310" "F" 18 "X96" 0 "839.5"
