"sex" "age" "prov" "n" "E"
"2213" "F" 91 "X11" 8 "313.5"
"2214" "F" 92 "X11" 2 "254.5"
"2215" "F" 93 "X11" 7 "202"
"2216" "F" 94 "X11" 3 "164.5"
"2217" "F" 95 "X11" 1 "113"
"2218" "F" 96 "X11" 3 "82"
"2219" "F" 97 "X11" 0 "58.5"
"2220" "F" 98 "X11" 0 "38.5"
"2221" "F" 99 "X11" 0 "21"
"2222" "F" 100 "X11" 0 "30"
"2324" "F" 0 "X12" 0 "3529"
"2325" "F" 1 "X12" 0 "3448"
"2326" "F" 2 "X12" 0 "3353.5"
"2327" "F" 3 "X12" 0 "3345"
"2328" "F" 4 "X12" 0 "3422"
"2329" "F" 5 "X12" 0 "3469.5"
"2330" "F" 6 "X12" 0 "3508"
"2331" "F" 7 "X12" 0 "3527"
"2332" "F" 8 "X12" 1 "3574.5"
"2333" "F" 9 "X12" 0 "3571.5"
"2334" "F" 10 "X12" 0 "3466.5"
"2335" "F" 11 "X12" 0 "3375.5"
"2336" "F" 12 "X12" 0 "3367.5"
"2337" "F" 13 "X12" 0 "3545.5"
"2338" "F" 14 "X12" 0 "3614"
"2339" "F" 15 "X12" 0 "3640.5"
"2340" "F" 16 "X12" 0 "3781"
"2341" "F" 17 "X12" 0 "3833.5"
"2342" "F" 18 "X12" 0 "3930.5"
"2343" "F" 19 "X12" 0 "4110.5"
"2344" "F" 20 "X12" 0 "4399.5"
"2345" "F" 21 "X12" 0 "4738.5"
"2346" "F" 22 "X12" 0 "5040"
"2347" "F" 23 "X12" 0 "5427.5"
"2348" "F" 24 "X12" 0 "5773"
"2349" "F" 25 "X12" 1 "5957"
"2350" "F" 26 "X12" 0 "6169.5"
"2351" "F" 27 "X12" 0 "6261"
"2352" "F" 28 "X12" 1 "6271"
"2353" "F" 29 "X12" 0 "6457.5"
"2354" "F" 30 "X12" 1 "6583.5"
"2355" "F" 31 "X12" 0 "6580.5"
"2356" "F" 32 "X12" 3 "6829.5"
"2357" "F" 33 "X12" 0 "7053"
"2358" "F" 34 "X12" 0 "7051"
"2359" "F" 35 "X12" 0 "6776.5"
"2360" "F" 36 "X12" 3 "6455.5"
"2361" "F" 37 "X12" 1 "6278.5"
"2362" "F" 38 "X12" 1 "6045"
"2363" "F" 39 "X12" 2 "5905.5"
"2364" "F" 40 "X12" 2 "5818"
"2365" "F" 41 "X12" 0 "5601.5"
"2366" "F" 42 "X12" 3 "5511.5"
"2367" "F" 43 "X12" 7 "5580"
"2368" "F" 44 "X12" 5 "5622.5"
"2369" "F" 45 "X12" 0 "5542.5"
"2370" "F" 46 "X12" 2 "5473"
"2371" "F" 47 "X12" 4 "5534.5"
"2372" "F" 48 "X12" 6 "5670.5"
"2373" "F" 49 "X12" 3 "5883.5"
"2374" "F" 50 "X12" 4 "6074"
"2375" "F" 51 "X12" 14 "6051.5"
"2376" "F" 52 "X12" 6 "6208.5"
"2377" "F" 53 "X12" 9 "5602.5"
"2378" "F" 54 "X12" 10 "4901"
"2379" "F" 55 "X12" 7 "4990"
"2380" "F" 56 "X12" 7 "5120"
"2381" "F" 57 "X12" 10 "5357.5"
"2382" "F" 58 "X12" 6 "5687"
"2383" "F" 59 "X12" 14 "5984"
"2384" "F" 60 "X12" 19 "5897.5"
"2385" "F" 61 "X12" 17 "5550.5"
"2386" "F" 62 "X12" 16 "5159"
"2387" "F" 63 "X12" 17 "5007"
"2388" "F" 64 "X12" 13 "5016.5"
"2389" "F" 65 "X12" 20 "4837.5"
"2390" "F" 66 "X12" 33 "4759"
"2391" "F" 67 "X12" 20 "4742.5"
"2392" "F" 68 "X12" 16 "4691.5"
"2393" "F" 69 "X12" 19 "4555.5"
"2394" "F" 70 "X12" 22 "4422"
"2395" "F" 71 "X12" 29 "4370"
"2396" "F" 72 "X12" 22 "4266"
"2397" "F" 73 "X12" 29 "4183"
"2398" "F" 74 "X12" 33 "4101.5"
"2399" "F" 75 "X12" 32 "3981.5"
"2400" "F" 76 "X12" 31 "3752"
"2401" "F" 77 "X12" 25 "3632.5"
"2402" "F" 78 "X12" 30 "3625"
"2403" "F" 79 "X12" 37 "2822"
"2404" "F" 80 "X12" 11 "1809.5"
"2405" "F" 81 "X12" 25 "1585.5"
"2406" "F" 82 "X12" 21 "1753"
"2407" "F" 83 "X12" 17 "2121"
"2408" "F" 84 "X12" 33 "2357.5"
"2409" "F" 85 "X12" 32 "2239"
"2410" "F" 86 "X12" 34 "1999"
"2411" "F" 87 "X12" 30 "1761"
"2412" "F" 88 "X12" 34 "1559.5"
"2413" "F" 89 "X12" 24 "1316"
"2414" "F" 90 "X12" 21 "1071.5"
"2415" "F" 91 "X12" 16 "859.5"
"2416" "F" 92 "X12" 11 "654.5"
"2417" "F" 93 "X12" 7 "454"
"2418" "F" 94 "X12" 5 "312.5"
"2419" "F" 95 "X12" 9 "247"
"2420" "F" 96 "X12" 3 "183"
"2421" "F" 97 "X12" 4 "128"
"2422" "F" 98 "X12" 2 "86"
"2423" "F" 99 "X12" 0 "52.5"
"2424" "F" 100 "X12" 1 "63.5"
"2526" "F" 0 "X13" 0 "2387"
"2527" "F" 1 "X13" 0 "2353.5"
"2528" "F" 2 "X13" 0 "2365.5"
"2529" "F" 3 "X13" 0 "2366"
"2530" "F" 4 "X13" 0 "2342"
"2531" "F" 5 "X13" 0 "2303.5"
"2532" "F" 6 "X13" 0 "2301.5"
"2533" "F" 7 "X13" 0 "2358"
"2534" "F" 8 "X13" 0 "2382"
"2535" "F" 9 "X13" 0 "2347.5"
"2536" "F" 10 "X13" 0 "2286"
"2537" "F" 11 "X13" 0 "2206"
"2538" "F" 12 "X13" 0 "2264.5"
"2539" "F" 13 "X13" 0 "2372.5"
"2540" "F" 14 "X13" 0 "2439.5"
"2541" "F" 15 "X13" 0 "2507.5"
"2542" "F" 16 "X13" 0 "2569"
"2543" "F" 17 "X13" 0 "2610"
"2544" "F" 18 "X13" 0 "2649"
"2545" "F" 19 "X13" 0 "2725.5"
"2546" "F" 20 "X13" 0 "2874.5"
"2547" "F" 21 "X13" 0 "3106"
"2548" "F" 22 "X13" 0 "3366"
"2549" "F" 23 "X13" 0 "3629.5"
"2550" "F" 24 "X13" 1 "3811.5"
"2551" "F" 25 "X13" 0 "3979"
"2552" "F" 26 "X13" 0 "4110"
"2553" "F" 27 "X13" 0 "4142"
"2554" "F" 28 "X13" 1 "4174.5"
"2555" "F" 29 "X13" 0 "4364.5"
"2556" "F" 30 "X13" 1 "4444.5"
"2557" "F" 31 "X13" 0 "4467"
"2558" "F" 32 "X13" 1 "4548"
"2559" "F" 33 "X13" 0 "4653.5"
"2560" "F" 34 "X13" 0 "4681.5"
"2561" "F" 35 "X13" 0 "4609"
"2562" "F" 36 "X13" 0 "4317.5"
"2563" "F" 37 "X13" 0 "4101"
"2564" "F" 38 "X13" 0 "4080"
"2565" "F" 39 "X13" 1 "4040.5"
"2566" "F" 40 "X13" 0 "3818.5"
"2567" "F" 41 "X13" 2 "3729"
"2568" "F" 42 "X13" 5 "3763.5"
"2569" "F" 43 "X13" 3 "3700.5"
"2570" "F" 44 "X13" 1 "3649"
"2571" "F" 45 "X13" 3 "3611.5"
"2572" "F" 46 "X13" 4 "3675.5"
"2573" "F" 47 "X13" 2 "3708.5"
"2574" "F" 48 "X13" 6 "3781"
"2575" "F" 49 "X13" 3 "3925"
"2576" "F" 50 "X13" 3 "3942.5"
"2577" "F" 51 "X13" 5 "3900.5"
"2578" "F" 52 "X13" 8 "3965.5"
"2579" "F" 53 "X13" 8 "3502"
"2580" "F" 54 "X13" 6 "3052.5"
"2581" "F" 55 "X13" 6 "3168"
"2582" "F" 56 "X13" 7 "3167.5"
"2583" "F" 57 "X13" 9 "3296.5"
"2584" "F" 58 "X13" 3 "3538.5"
"2585" "F" 59 "X13" 12 "3704"
"2586" "F" 60 "X13" 16 "3677"
"2587" "F" 61 "X13" 5 "3439"
"2588" "F" 62 "X13" 8 "3224.5"
"2589" "F" 63 "X13" 11 "3199"
"2590" "F" 64 "X13" 16 "3213"
"2591" "F" 65 "X13" 11 "3149.5"
"2592" "F" 66 "X13" 12 "3124"
"2593" "F" 67 "X13" 17 "3128.5"
"2594" "F" 68 "X13" 12 "3144"
"2595" "F" 69 "X13" 10 "3085.5"
"2596" "F" 70 "X13" 12 "2923"
"2597" "F" 71 "X13" 29 "2817.5"
"2598" "F" 72 "X13" 22 "2690.5"
"2599" "F" 73 "X13" 14 "2644.5"
"2600" "F" 74 "X13" 16 "2585.5"
"2601" "F" 75 "X13" 27 "2555"
"2602" "F" 76 "X13" 26 "2509"
"2603" "F" 77 "X13" 26 "2385"
"2604" "F" 78 "X13" 24 "2270.5"
"2605" "F" 79 "X13" 11 "1794"
"2606" "F" 80 "X13" 18 "1172.5"
"2607" "F" 81 "X13" 17 "1015"
"2608" "F" 82 "X13" 17 "1189"
"2609" "F" 83 "X13" 25 "1425"
"2610" "F" 84 "X13" 18 "1547"
"2611" "F" 85 "X13" 21 "1482.5"
"2612" "F" 86 "X13" 22 "1363"
"2613" "F" 87 "X13" 27 "1180.5"
"2614" "F" 88 "X13" 17 "1040.5"
"2615" "F" 89 "X13" 16 "861.5"
"2616" "F" 90 "X13" 12 "685"
"2617" "F" 91 "X13" 13 "553"
"2618" "F" 92 "X13" 7 "400.5"
"2619" "F" 93 "X13" 9 "292"
"2620" "F" 94 "X13" 6 "219"
"2621" "F" 95 "X13" 1 "155"
"2622" "F" 96 "X13" 4 "104"
"2623" "F" 97 "X13" 1 "64"
"2624" "F" 98 "X13" 1 "48.5"
"2625" "F" 99 "X13" 1 "34.5"
"2626" "F" 100 "X13" 0 "54.5"
"2728" "F" 0 "X14" 0 "823.5"
"2729" "F" 1 "X14" 0 "822.5"
"2730" "F" 2 "X14" 0 "841"
"2731" "F" 3 "X14" 0 "822"
"2732" "F" 4 "X14" 0 "787.5"
"2733" "F" 5 "X14" 0 "813"
"2734" "F" 6 "X14" 0 "820.5"
"2735" "F" 7 "X14" 0 "806.5"
"2736" "F" 8 "X14" 0 "821"
"2737" "F" 9 "X14" 0 "808"
"2738" "F" 10 "X14" 0 "807.5"
"2739" "F" 11 "X14" 0 "823"
"2740" "F" 12 "X14" 0 "820.5"
"2741" "F" 13 "X14" 0 "842"
"2742" "F" 14 "X14" 0 "863"
"2743" "F" 15 "X14" 0 "870.5"
"2744" "F" 16 "X14" 0 "914"
"2745" "F" 17 "X14" 0 "956"
"2746" "F" 18 "X14" 0 "959"
"2747" "F" 19 "X14" 0 "989"
"2748" "F" 20 "X14" 0 "1019.5"
"2749" "F" 21 "X14" 0 "1073.5"
"2750" "F" 22 "X14" 0 "1140.5"
"2751" "F" 23 "X14" 0 "1254.5"
"2752" "F" 24 "X14" 0 "1327"
"2753" "F" 25 "X14" 0 "1303"
"2754" "F" 26 "X14" 0 "1338"
"2755" "F" 27 "X14" 0 "1404.5"
"2756" "F" 28 "X14" 0 "1401"
"2757" "F" 29 "X14" 0 "1409"
"2758" "F" 30 "X14" 0 "1446"
"2759" "F" 31 "X14" 0 "1417.5"
"2760" "F" 32 "X14" 1 "1481.5"
"2761" "F" 33 "X14" 0 "1523"
"2762" "F" 34 "X14" 1 "1546"
"2763" "F" 35 "X14" 0 "1533.5"
"2764" "F" 36 "X14" 0 "1453"
"2765" "F" 37 "X14" 0 "1436.5"
"2766" "F" 38 "X14" 0 "1419.5"
"2767" "F" 39 "X14" 0 "1375.5"
"2768" "F" 40 "X14" 0 "1328"
"2769" "F" 41 "X14" 0 "1268"
"2770" "F" 42 "X14" 2 "1216"
"2771" "F" 43 "X14" 0 "1197"
"2772" "F" 44 "X14" 1 "1206.5"
"2773" "F" 45 "X14" 2 "1174.5"
"2774" "F" 46 "X14" 0 "1145"
"2775" "F" 47 "X14" 0 "1157"
"2776" "F" 48 "X14" 0 "1180.5"
"2777" "F" 49 "X14" 0 "1140.5"
"2778" "F" 50 "X14" 2 "1156.5"
"2779" "F" 51 "X14" 1 "1184"
"2780" "F" 52 "X14" 3 "1174.5"
"2781" "F" 53 "X14" 2 "1045.5"
"2782" "F" 54 "X14" 2 "922"
"2783" "F" 55 "X14" 2 "966"
"2784" "F" 56 "X14" 3 "989"
"2785" "F" 57 "X14" 1 "1030.5"
"2786" "F" 58 "X14" 2 "1086"
"2787" "F" 59 "X14" 3 "1111"
"2788" "F" 60 "X14" 2 "1092.5"
"2789" "F" 61 "X14" 2 "1062.5"
"2790" "F" 62 "X14" 1 "1024"
"2791" "F" 63 "X14" 2 "1011.5"
"2792" "F" 64 "X14" 8 "1015.5"
"2793" "F" 65 "X14" 5 "1004"
"2794" "F" 66 "X14" 3 "1007.5"
"2795" "F" 67 "X14" 4 "1010.5"
"2796" "F" 68 "X14" 5 "1013"
"2797" "F" 69 "X14" 11 "971"
"2798" "F" 70 "X14" 8 "909.5"
"2799" "F" 71 "X14" 7 "879"
"2800" "F" 72 "X14" 7 "882.5"
"2801" "F" 73 "X14" 4 "876.5"
"2802" "F" 74 "X14" 4 "866.5"
"2803" "F" 75 "X14" 11 "854"
"2804" "F" 76 "X14" 3 "830"
"2805" "F" 77 "X14" 9 "809.5"
"2806" "F" 78 "X14" 8 "729"
"2807" "F" 79 "X14" 6 "581"
"2808" "F" 80 "X14" 6 "423"
"2809" "F" 81 "X14" 5 "361.5"
"2810" "F" 82 "X14" 3 "418"
"2811" "F" 83 "X14" 10 "468"
"2812" "F" 84 "X14" 5 "503.5"
"2813" "F" 85 "X14" 9 "511.5"
"2814" "F" 86 "X14" 7 "465"
"2815" "F" 87 "X14" 8 "392"
"2816" "F" 88 "X14" 3 "324"
"2817" "F" 89 "X14" 5 "270"
"2818" "F" 90 "X14" 3 "212.5"
"2819" "F" 91 "X14" 4 "166"
"2820" "F" 92 "X14" 1 "134.5"
"2821" "F" 93 "X14" 3 "106.5"
"2822" "F" 94 "X14" 1 "87"
"2823" "F" 95 "X14" 1 "56.5"
"2824" "F" 96 "X14" 2 "42"
"2825" "F" 97 "X14" 1 "31.5"
"2826" "F" 98 "X14" 1 "19.5"
"2827" "F" 99 "X14" 1 "13"
"2828" "F" 100 "X14" 0 "23"
"2930" "F" 0 "X15" 0 "15841"
"2931" "F" 1 "X15" 0 "15674.5"
"2932" "F" 2 "X15" 0 "15518.5"
"2933" "F" 3 "X15" 1 "15050"
"2934" "F" 4 "X15" 1 "14626.5"
"2935" "F" 5 "X15" 0 "14850"
"2936" "F" 6 "X15" 1 "15180.5"
"2937" "F" 7 "X15" 1 "14928.5"
"2938" "F" 8 "X15" 0 "14804.5"
"2939" "F" 9 "X15" 0 "14926.5"
"2940" "F" 10 "X15" 0 "14781.5"
"2941" "F" 11 "X15" 1 "14279"
"2942" "F" 12 "X15" 0 "14000"
"2943" "F" 13 "X15" 0 "14405"
"2944" "F" 14 "X15" 1 "14776"
"2945" "F" 15 "X15" 0 "15166"
"2946" "F" 16 "X15" 0 "15920"
"2947" "F" 17 "X15" 0 "16524"
"2948" "F" 18 "X15" 0 "16659.5"
"2949" "F" 19 "X15" 1 "17247"
"2950" "F" 20 "X15" 3 "18528.5"
"2951" "F" 21 "X15" 0 "20195"
"2952" "F" 22 "X15" 0 "21929.5"
"2953" "F" 23 "X15" 1 "24183.5"
"2954" "F" 24 "X15" 2 "26345.5"
"2955" "F" 25 "X15" 3 "27643"
"2956" "F" 26 "X15" 2 "28565.5"
"2957" "F" 27 "X15" 3 "29407"
"2958" "F" 28 "X15" 4 "29973"
"2959" "F" 29 "X15" 4 "30865"
"2960" "F" 30 "X15" 4 "31429"
"2961" "F" 31 "X15" 3 "31481"
"2962" "F" 32 "X15" 5 "32323"
"2963" "F" 33 "X15" 7 "33086"
"2964" "F" 34 "X15" 7 "33136.5"
"2965" "F" 35 "X15" 7 "31978.5"
"2966" "F" 36 "X15" 14 "30309"
"2967" "F" 37 "X15" 7 "29287"
"2968" "F" 38 "X15" 6 "28487"
"2969" "F" 39 "X15" 4 "27907.5"
"2970" "F" 40 "X15" 10 "26984"
"2971" "F" 41 "X15" 11 "26309"
"2972" "F" 42 "X15" 12 "26206.5"
"2973" "F" 43 "X15" 17 "26062"
"2974" "F" 44 "X15" 13 "25811"
"2975" "F" 45 "X15" 17 "25228"
"2976" "F" 46 "X15" 20 "25134.5"
"2977" "F" 47 "X15" 26 "25513.5"
"2978" "F" 48 "X15" 30 "26246"
"2979" "F" 49 "X15" 21 "27171.5"
"2980" "F" 50 "X15" 28 "28314.5"
"2981" "F" 51 "X15" 47 "29078.5"
"2982" "F" 52 "X15" 49 "29728.5"
"2983" "F" 53 "X15" 46 "26862.5"
"2984" "F" 54 "X15" 37 "24296.5"
"2985" "F" 55 "X15" 54 "24952.5"
"2986" "F" 56 "X15" 49 "25201.5"
"2987" "F" 57 "X15" 55 "26220.5"
"2988" "F" 58 "X15" 70 "27948.5"
"2989" "F" 59 "X15" 66 "28940"
"2990" "F" 60 "X15" 87 "28236"
"2991" "F" 61 "X15" 86 "26695.5"
"2992" "F" 62 "X15" 65 "24781"
"2993" "F" 63 "X15" 80 "24419"
"2994" "F" 64 "X15" 103 "24414.5"
"2995" "F" 65 "X15" 103 "23556"
"2996" "F" 66 "X15" 90 "23092"
"2997" "F" 67 "X15" 98 "22815"
"2998" "F" 68 "X15" 152 "22829"
"2999" "F" 69 "X15" 136 "22164"
"3000" "F" 70 "X15" 124 "20765.5"
"3001" "F" 71 "X15" 146 "19993"
"3002" "F" 72 "X15" 140 "19221"
"3003" "F" 73 "X15" 138 "18652.5"
"3004" "F" 74 "X15" 151 "18271"
"3005" "F" 75 "X15" 173 "17884.5"
"3006" "F" 76 "X15" 196 "17248"
"3007" "F" 77 "X15" 180 "16612.5"
"3008" "F" 78 "X15" 157 "16053.5"
"3009" "F" 79 "X15" 167 "12533.5"
"3010" "F" 80 "X15" 105 "8405.5"
"3011" "F" 81 "X15" 102 "7188.5"
"3012" "F" 82 "X15" 106 "7881.5"
"3013" "F" 83 "X15" 145 "9511.5"
"3014" "F" 84 "X15" 162 "10152"
"3015" "F" 85 "X15" 175 "9460"
"3016" "F" 86 "X15" 137 "8543.5"
"3017" "F" 87 "X15" 146 "7460.5"
"3018" "F" 88 "X15" 133 "6372.5"
"3019" "F" 89 "X15" 119 "5206.5"
"3020" "F" 90 "X15" 87 "4135.5"
"3021" "F" 91 "X15" 82 "3223.5"
"3022" "F" 92 "X15" 59 "2405"
"3023" "F" 93 "X15" 40 "1750.5"
"3024" "F" 94 "X15" 30 "1239"
"3025" "F" 95 "X15" 22 "875"
"3026" "F" 96 "X15" 12 "600.5"
"3027" "F" 97 "X15" 7 "435.5"
"3028" "F" 98 "X15" 10 "272.5"
"3029" "F" 99 "X15" 5 "162.5"
"3030" "F" 100 "X15" 2 "236"
"3132" "F" 0 "X16" 0 "4738.5"
"3133" "F" 1 "X16" 0 "4636.5"
"3134" "F" 2 "X16" 0 "4563.5"
"3135" "F" 3 "X16" 0 "4570.5"
"3136" "F" 4 "X16" 0 "4503.5"
"3137" "F" 5 "X16" 0 "4402.5"
"3138" "F" 6 "X16" 0 "4457"
"3139" "F" 7 "X16" 1 "4522"
"3140" "F" 8 "X16" 0 "4507.5"
"3141" "F" 9 "X16" 0 "4475.5"
"3142" "F" 10 "X16" 0 "4496.5"
"3143" "F" 11 "X16" 0 "4399"
"3144" "F" 12 "X16" 0 "4297.5"
"3145" "F" 13 "X16" 0 "4431.5"
"3146" "F" 14 "X16" 0 "4616.5"
"3147" "F" 15 "X16" 0 "4758"
"3148" "F" 16 "X16" 1 "4874"
"3149" "F" 17 "X16" 0 "4978"
"3150" "F" 18 "X16" 0 "5087.5"
"3151" "F" 19 "X16" 0 "5216"
"3152" "F" 20 "X16" 0 "5580.5"
"3153" "F" 21 "X16" 0 "5931.5"
"3154" "F" 22 "X16" 0 "6145.5"
"3155" "F" 23 "X16" 0 "6689.5"
"3156" "F" 24 "X16" 1 "7150.5"
"3157" "F" 25 "X16" 0 "7300.5"
"3158" "F" 26 "X16" 0 "7474.5"
"3159" "F" 27 "X16" 1 "7502.5"
"3160" "F" 28 "X16" 0 "7620"
"3161" "F" 29 "X16" 0 "7821.5"
"3162" "F" 30 "X16" 1 "7906"
"3163" "F" 31 "X16" 2 "8108"
"3164" "F" 32 "X16" 0 "8441"
"3165" "F" 33 "X16" 2 "8633.5"
"3166" "F" 34 "X16" 3 "8629"
"3167" "F" 35 "X16" 1 "8494.5"
"3168" "F" 36 "X16" 0 "8117"
"3169" "F" 37 "X16" 1 "7751.5"
"3170" "F" 38 "X16" 3 "7516.5"
"3171" "F" 39 "X16" 4 "7341.5"
"3172" "F" 40 "X16" 2 "7120.5"
"3173" "F" 41 "X16" 3 "6794.5"
"3174" "F" 42 "X16" 4 "6665.5"
"3175" "F" 43 "X16" 5 "6652"
"3176" "F" 44 "X16" 5 "6467"
"3177" "F" 45 "X16" 2 "6393"
"3178" "F" 46 "X16" 6 "6345"
"3179" "F" 47 "X16" 9 "6384"
"3180" "F" 48 "X16" 8 "6635"
"3181" "F" 49 "X16" 3 "6762.5"
"3182" "F" 50 "X16" 11 "6782"
"3183" "F" 51 "X16" 16 "6623.5"
"3184" "F" 52 "X16" 13 "6521.5"
"3185" "F" 53 "X16" 8 "5875"
"3186" "F" 54 "X16" 6 "5333"
"3187" "F" 55 "X16" 10 "5561.5"
"3188" "F" 56 "X16" 10 "5648"
"3189" "F" 57 "X16" 20 "5735.5"
"3190" "F" 58 "X16" 12 "6152"
"3191" "F" 59 "X16" 27 "6374"
"3192" "F" 60 "X16" 20 "6152"
"3193" "F" 61 "X16" 21 "5821"
"3194" "F" 62 "X16" 15 "5327.5"
"3195" "F" 63 "X16" 24 "5334.5"
"3196" "F" 64 "X16" 19 "5348"
"3197" "F" 65 "X16" 24 "5143.5"
"3198" "F" 66 "X16" 32 "5150"
"3199" "F" 67 "X16" 40 "5163"
"3200" "F" 68 "X16" 34 "5228.5"
"3201" "F" 69 "X16" 35 "5169"
"3202" "F" 70 "X16" 28 "4842"
"3203" "F" 71 "X16" 31 "4732.5"
"3204" "F" 72 "X16" 38 "4617"
"3205" "F" 73 "X16" 33 "4467"
"3206" "F" 74 "X16" 39 "4397"
"3207" "F" 75 "X16" 39 "4245.5"
"3208" "F" 76 "X16" 40 "3963"
"3209" "F" 77 "X16" 48 "3812.5"
"3210" "F" 78 "X16" 32 "3583.5"
"3211" "F" 79 "X16" 37 "2838.5"
"3212" "F" 80 "X16" 22 "1993.5"
"3213" "F" 81 "X16" 32 "1659.5"
"3214" "F" 82 "X16" 27 "1902.5"
"3215" "F" 83 "X16" 33 "2161.5"
"3216" "F" 84 "X16" 40 "2283.5"
"3217" "F" 85 "X16" 38 "2194.5"
"3218" "F" 86 "X16" 49 "1932.5"
"3219" "F" 87 "X16" 28 "1639.5"
"3220" "F" 88 "X16" 34 "1387.5"
"3221" "F" 89 "X16" 25 "1155"
"3222" "F" 90 "X16" 19 "928.5"
"3223" "F" 91 "X16" 19 "705"
"3224" "F" 92 "X16" 19 "533.5"
"3225" "F" 93 "X16" 13 "373"
"3226" "F" 94 "X16" 6 "257"
"3227" "F" 95 "X16" 6 "189"
"3228" "F" 96 "X16" 5 "129.5"
"3229" "F" 97 "X16" 5 "90.5"
"3230" "F" 98 "X16" 0 "61"
"3231" "F" 99 "X16" 1 "36"
"3232" "F" 100 "X16" 0 "39.5"
"3334" "F" 0 "X17" 0 "5271"
"3335" "F" 1 "X17" 0 "5173.5"
"3336" "F" 2 "X17" 0 "5060.5"
"3337" "F" 3 "X17" 0 "4953"
"3338" "F" 4 "X17" 0 "4880.5"
"3339" "F" 5 "X17" 0 "4886.5"
"3340" "F" 6 "X17" 0 "4915.5"
"3341" "F" 7 "X17" 0 "4898"
"3342" "F" 8 "X17" 0 "4911.5"
"3343" "F" 9 "X17" 0 "4761.5"
"3344" "F" 10 "X17" 1 "4714.5"
"3345" "F" 11 "X17" 1 "4669"
"3346" "F" 12 "X17" 0 "4596"
"3347" "F" 13 "X17" 1 "4806"
"3348" "F" 14 "X17" 0 "4979.5"
"3349" "F" 15 "X17" 0 "5163"
"3350" "F" 16 "X17" 1 "5391"
"3351" "F" 17 "X17" 0 "5547.5"
"3352" "F" 18 "X17" 0 "5720.5"
"3353" "F" 19 "X17" 0 "5868"
"3354" "F" 20 "X17" 1 "6209"
"3355" "F" 21 "X17" 0 "6585.5"
"3356" "F" 22 "X17" 1 "7019.5"
"3357" "F" 23 "X17" 0 "7726"
"3358" "F" 24 "X17" 0 "8203.5"
"3359" "F" 25 "X17" 0 "8323.5"
"3360" "F" 26 "X17" 1 "8344.5"
"3361" "F" 27 "X17" 1 "8526"
"3362" "F" 28 "X17" 3 "8598.5"
"3363" "F" 29 "X17" 1 "8886"
"3364" "F" 30 "X17" 0 "9088.5"
"3365" "F" 31 "X17" 2 "9155.5"
"3366" "F" 32 "X17" 1 "9335"
"3367" "F" 33 "X17" 2 "9401.5"
"3368" "F" 34 "X17" 2 "9471.5"
"3369" "F" 35 "X17" 3 "9318.5"
"3370" "F" 36 "X17" 3 "8862.5"
"3371" "F" 37 "X17" 4 "8587.5"
"3372" "F" 38 "X17" 2 "8373"
"3373" "F" 39 "X17" 2 "8051"
"3374" "F" 40 "X17" 3 "7735"
"3375" "F" 41 "X17" 4 "7576"
"3376" "F" 42 "X17" 3 "7555.5"
"3377" "F" 43 "X17" 7 "7395"
"3378" "F" 44 "X17" 6 "7206.5"
"3379" "F" 45 "X17" 5 "7106.5"
"3380" "F" 46 "X17" 5 "7121"
"3381" "F" 47 "X17" 6 "7211"
"3382" "F" 48 "X17" 7 "7344.5"
"3383" "F" 49 "X17" 8 "7496.5"
"3384" "F" 50 "X17" 11 "7755"
"3385" "F" 51 "X17" 7 "7794.5"
"3386" "F" 52 "X17" 10 "7734.5"
"3387" "F" 53 "X17" 9 "6825"
"3388" "F" 54 "X17" 10 "6136.5"
"3389" "F" 55 "X17" 10 "6553"
"3390" "F" 56 "X17" 17 "6680.5"
"3391" "F" 57 "X17" 6 "6833.5"
"3392" "F" 58 "X17" 13 "7190"
"3393" "F" 59 "X17" 21 "7454"
"3394" "F" 60 "X17" 20 "7329.5"
"3395" "F" 61 "X17" 17 "6817"
"3396" "F" 62 "X17" 18 "6248"
"3397" "F" 63 "X17" 20 "6203"
"3398" "F" 64 "X17" 28 "6181"
"3399" "F" 65 "X17" 29 "6015"
"3400" "F" 66 "X17" 20 "6078"
"3401" "F" 67 "X17" 23 "6127"
"3402" "F" 68 "X17" 34 "6203.5"
"3403" "F" 69 "X17" 35 "6183.5"
"3404" "F" 70 "X17" 33 "5990"
"3405" "F" 71 "X17" 38 "5880"
"3406" "F" 72 "X17" 29 "5716"
"3407" "F" 73 "X17" 27 "5502.5"
"3408" "F" 74 "X17" 42 "5323.5"
"3409" "F" 75 "X17" 52 "5276.5"
"3410" "F" 76 "X17" 43 "5248.5"
"3411" "F" 77 "X17" 65 "4919"
"3412" "F" 78 "X17" 43 "4432.5"
"3413" "F" 79 "X17" 46 "3539.5"
"3414" "F" 80 "X17" 28 "2531"
"3415" "F" 81 "X17" 26 "2189"
"3416" "F" 82 "X17" 34 "2375.5"
"3417" "F" 83 "X17" 35 "2714.5"
"3418" "F" 84 "X17" 51 "2830.5"
"3419" "F" 85 "X17" 41 "2634"
"3420" "F" 86 "X17" 44 "2329.5"
"3421" "F" 87 "X17" 25 "2069"
"3422" "F" 88 "X17" 35 "1770.5"
"3423" "F" 89 "X17" 30 "1393.5"
"3424" "F" 90 "X17" 23 "1108.5"
"3425" "F" 91 "X17" 18 "859.5"
"3426" "F" 92 "X17" 17 "665"
"3427" "F" 93 "X17" 15 "510.5"
"3428" "F" 94 "X17" 7 "363.5"
"3429" "F" 95 "X17" 7 "258"
